symbol,name,sector,industry
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco
TPBA,TPB Acquisition Corporation I Class A Ordinary Share,,
TPBAU,TPB Acquisition Corporation I Unit,,
TPBAW,TPB Acquisition Corporation I Warrant,,
TPC,Tutor Perini Corporation Common Stock,Industrials,Engineering & Construction
TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,Finance,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
TPHS,Trinity Place Holdings Inc. Common Stock,Real Estate,Real Estate
TPIC,TPI Composites Inc. Common Stock,Technology,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Finance,Trusts Except Educational Religious and Charitable
TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TRAQ,Trine II Acquisition Corp. Class A Ordinary Shares,,
TRC,Tejon Ranch Co Common Stock,Finance,Major Banks
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,,
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,Finance,Finance/Investors Services
TREX,Trex Company Inc. Common Stock,,
TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare Inc. Common Stock,Health Care,Medical/Nursing Services
TRI,Thomson Reuters Corp Ordinary Shares,,
TRIB,Trinity Biotech plc American Depositary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,Finance,Finance/Investors Services
TRINL,Trinity Capital Inc. 7.00% Notes Due 2025,Finance,Finance/Investors Services
TRIP,TripAdvisor Inc. Common Stock,,
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,,
TRKA,Troika Media Group Inc. Common Stock,Consumer Discretionary,Advertising
TRKAW,Troika Media Group Inc. Warrant,Consumer Discretionary,Advertising
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
TRMR,Tremor International Ltd. American Depository Shares,,
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
TRNS,Transcat Inc. Common Stock,Technology,Industrial Machinery/Components
TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,Finance,Business Services
TRONW,Corner Growth Acquisition Corp. 2 Warrants,Finance,Business Services
TROO,TROOPS Inc. Ordinary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Multi-Sector Companies
TRP,TC Energy Corporation Common Stock,,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,,
TRS,TriMas Corporation Common Stock,,
TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,,
TRTN,Triton International Limited Common Shares,Consumer Discretionary,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion Common Stock,Finance,Advertising
TRUE,TrueCar Inc. Common Stock,Technology,Interactive Media
TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American Depositary Shares,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRVN,Trevena Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,TRX Gold Corporation Common Stock,,
TS,Tenaris S.A. American Depositary Shares,Industrials,Steel/Iron Ore
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares,Industrials,Metal Fabrications
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,Other Specialty Stores
TSE,Trinseo PLC Ordinary Shares,Industrials,Major Chemicals
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
TSIB,Tishman Speyer Innovation Corp. II Class A common stock,Industrials,Consumer Electronics/Appliances
TSIBU,Tishman Speyer Innovation Corp. II Unit,Industrials,Consumer Electronics/Appliances
TSIBW,Tishman Speyer Innovation Corp. II Warrant,Industrials,Consumer Electronics/Appliances
TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
TSLX,Sixth Street Specialty Lending Inc. Common Stock,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
TSP,TuSimple Holdings Inc. Class A Common Stock,Industrials,Construction/Ag Equipment/Trucks
TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,Advertising
TSRI,TSR Inc. Common Stock,Technology,EDP Services
TSVT,2seventy bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TT,Trane Technologies plc,Industrials,Industrial Machinery/Components
TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware
TTCF,Tattooed Chef Inc Class A Common Stock,Consumer Staples,Farming/Seeds/Milling
TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services
TTE,TotalEnergies SE,Energy,Oil & Gas Production
TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,Technology,Interactive Media
TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,Consumer Discretionary,Auto Manufacturing
TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,T2 Biosystems Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TU,Telus Corporation Ordinary Shares,,
TUEM,Tuesday Morning Corp. Common Stock,Miscellaneous,Diversified Commercial Services
TUP,Tupperware Brands Corporation Common Stock,Industrials,Plastic Products
TURN,180 Degree Capital Corp. Common Stock,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc. Common Stock,Industrials,Consumer Electronics/Appliances
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A. Common Stock,Industrials,Broadcasting
TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central
TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
TWCB,Bilander Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TWI,Titan International Inc. (DE) Common Stock,Industrials,Industrial Machinery/Components
TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components
TWKS,Thoughtworks Holding Inc. Common Stock,Technology,EDP Services
TWLO,Twilio Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
TWLV,Twelve Seas Investment Company II Class A Common Stock,Industrials,Consumer Electronics/Appliances
TWLVU,Twelve Seas Investment Company II Unit,Industrials,Consumer Electronics/Appliances
TWLVW,Twelve Seas Investment Company II Warrant,Industrials,Consumer Electronics/Appliances
TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
TWND,Tailwind Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
TWNK,Hostess Brands Inc. Class A Common Stock,Consumer Staples,Specialty Foods
TWO,Two Harbors Investment Corp,Real Estate,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWOA,two Class A Ordinary Shares,Real Estate,Real Estate Investment Trusts
TWOU,2U Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
TWST,Twist Bioscience Corporation Common Stock,Health Care,Managed Health Care
TWTR,Twitter Inc. Common Stock,Technology,EDP Services
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Industrials,Steel/Iron Ore
TXG,10x Genomics Inc. Class A Common Stock,Health Care,Managed Health Care
TXMD,TherapeuticsMD Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,,
TYDE,Cryptyde Inc. Common Stock,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo Common Stock,Consumer Discretionary,Advertising
TZPS,TZP Strategies Acquisition Corp. Class A Ordinary Share,Finance,Business Services
TZPSU,TZP Strategies Acquisition Corp. Unit,Finance,Business Services
TZPSW,TZP Strategies Acquisition Corp. Warrant,Finance,Business Services
U,Unity Software Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UAMY,United States Antimony Corporation Common Stock,,
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Industrials,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,Wholesale Distributors
UBA,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UBCP,United Bancorp Inc. Common Stock,Finance,Major Banks
UBER,Uber Technologies Inc. Common Stock,Technology,EDP Services
UBFO,United Security Bancshares Common Stock,Finance,Major Banks
UBP,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,,
UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,,
UBS,UBS Group AG Registered Ordinary Shares,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
UBX,Unity Biotechnology Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,Finance,Major Banks
UCL,uCloudlink Group Inc. American Depositary Shares,Consumer Discretionary,Telecommunications Equipment
UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,Semiconductors
UDMY,Udemy Inc. Common Stock,,
UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
UEC,Uranium Energy Corp. Common Stock,Basic Materials,Other Metals and Minerals
UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
UFAB,Unique Fabricating Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
UFCS,United Fire Group Inc. Common Stock,Finance,Property-Casualty Insurers
UFI,Unifi Inc. New Common Stock,,
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
UG,United-Guardian Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Energy,Oil Refining/Marketing
UGRO,urban-gro Inc. Common Stock,Industrials,Industrial Machinery/Components
UHAL,Amerco Common Stock,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp. Common Stock,Finance,Property-Casualty Insurers
UIS,Unisys Corporation New Common Stock,Technology,EDP Services
UK,Ucommune International Ltd Ordinary Shares,Consumer Discretionary,Business Services
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,Consumer Discretionary,Business Services
UL,Unilever PLC Common Stock,Consumer Staples,Farming/Seeds/Milling
ULBI,Ultralife Corporation Common Stock,Technology,Electronic Components
ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc. Common Stock,,
UMBF,UMB Financial Corporation Common Stock,Finance,Commercial Banks
UMC,United Microelectronics Corporation (NEW) Common Stock,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,,
UMPQ,Umpqua Holdings Corporation Common Stock,Finance,Commercial Banks
UNAM,Unico American Corporation Common Stock,Finance,Property-Casualty Insurers
UNB,Union Bankshares Inc. Common Stock,Finance,Major Banks
UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Business Services
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UNM,Unum Group Common Stock,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,Industrials,Railroads
UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks
UNVR,Univar Solutions Inc. Common Stock,Industrials,Specialty Chemicals
UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,Broadcasting
UP,Wheels Up Experience Inc. Class A Common Stock,Consumer Discretionary,Aerospace
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
UPH,UpHealth Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
UPLD,Upland Software Inc. Common Stock,Technology,EDP Services
UPS,United Parcel Service Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
UPTD,TradeUP Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
UPTDU,TradeUP Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
UPTDW,TradeUP Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
UPWK,Upwork Inc. Common Stock,,
UPXI,Upexi Inc. Common Stock,Consumer Discretionary,EDP Services
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URG,Ur Energy Inc Common Shares (Canada),,
URGN,UroGen Pharma Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
UROY,Uranium Royalty Corp. Common Stock,,
USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
USAP,Universal Stainless & Alloy Products Inc. Common Stock,Industrials,Steel/Iron Ore
USAS,Americas Gold and Silver Corporation Common Shares no par value,,
USAU,U.S. Gold Corp. Common Stock,Basic Materials,Precious Metals
USB,U.S. Bancorp Common Stock,Finance,Major Banks
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,,
USB^S,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock,,
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks
USCT,TKB Critical Technologies 1 Class A Ordinary Shares,,
USCTU,TKB Critical Technologies 1 Unit,,
USCTW,TKB Critical Technologies 1 Warrant,,
USDP,USD Partners LP Common Units representing limited partner interest,Industrials,Railroads
USEA,United Maritime Corporation Common Stock,,
USEG,U.S. Energy Corp. Common Stock (DE),Energy,Oil & Gas Production
USER,UserTesting Inc. Common Stock,Technology,Computer Software: Prepackaged Software
USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors
USIO,Usio Inc. Common Stock,Technology,EDP Services
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Other Metals and Minerals
USM,United States Cellular Corporation Common Stock,Telecommunications,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,,
USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical Specialities
USWS,U.S. Well Services Inc. Class A Common Stock,Industrials,Metal Fabrications
USWSW,U.S. Well Services Inc. Warrants,Industrials,Metal Fabrications
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,Industrials,Trucking Freight/Courier Services
UTAA,UTA Acquisition Corporation Class A Ordinary Shares,,
UTAAU,UTA Acquisition Corporation Units,,
UTAAW,UTA Acquisition Corporation Warrants,,
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UTI,Universal Technical Institute Inc Common Stock,,
UTL,UNITIL Corporation Common Stock,Utilities,Power Generation
UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments
UTME,UTime Limited Ordinary Shares,Technology,Consumer Electronics/Appliances
UTRS,Minerva Surgical Inc. Common Stock,Technology,Computer Software: Prepackaged Software
UTSI,UTStarcom Holdings Corp. Ordinary Shares,Telecommunications,Telecommunications Equipment
UTZ,Utz Brands Inc Class A Common Stock,Consumer Staples,Specialty Foods
UUU,Universal Security Instruments Inc. Common Stock,Technology,Security Systems Services
UUUU,Energy Fuels Inc Ordinary Shares (Canada),,
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,Finance,Major Banks
UVV,Universal Corporation Common Stock,Consumer Staples,Tobacco
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services
UXIN,Uxin Limited ADS,Consumer Discretionary,Business Services
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
V,Visa Inc.,Consumer Discretionary,Business Services
VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks
VAC,Marriott Vacations Worldwide Corporation Common Stock,Consumer Discretionary,Hotels/Resorts
VACC,Vaccitech plc American Depositary Shares,,
VAL,Valaris Limited Common Shares,Energy,Oil & Gas Production
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Basic Materials,Metal Mining
VALN,Valneva SE American Depositary Shares,,
VALU,Value Line Inc. Common Stock,Finance,Advertising
VANI,Vivani Medical Inc. Common Stock,Health Care,Medical Specialities
VAPO,Vapotherm Inc. Common Stock,Health Care,Medical/Dental Instruments
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,Finance,Business Services
VATE,INNOVATE Corp. Common Stock,Consumer Discretionary,Military/Government/Technical
VAXX,Vaxxinity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
VBFC,Village Bank and Trust Financial Corp. Common Stock,Finance,Major Banks
VBIV,VBI Vaccines Inc. New Common Stock (Canada),Health Care,Medicinal Chemicals and Botanical Products
VBLT,Vascular Biogenics Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
VBNK,VersaBank Common Shares,,
VBOC,Viscogliosi Brothers Acquisition Corp Common Stock,Industrials,Consumer Electronics/Appliances
VBOCU,Viscogliosi Brothers Acquisition Corp Unit,Industrials,Consumer Electronics/Appliances
VBTX,Veritex Holdings Inc. Common Stock,Finance,Major Banks
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
VCKA,Vickers Vantage Corp. I Ordinary Shares,Finance,Business Services
VCKAU,Vickers Vantage Corp. I Unit,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCKAW,Vickers Vantage Corp. I Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCNX,Vaccinex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VCSA,Vacasa Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VCXA,10X Capital Venture Acquisition Corp. II Class A Ordinary Share,,
VCXAU,10X Capital Venture Acquisition Corp. II Unit,,
VCXAW,10X Capital Venture Acquisition Corp. II Warrant,,
VCXB,10X Capital Venture Acquisition Corp. III Class A Ordinary Shares,,
VCYT,Veracyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VECO,Veeco Instruments Inc. Common Stock,Technology,Semiconductors
VECT,VectivBio Holding AG Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VEDU,Visionary Education Technology Holdings Group Inc. Common Shares,,
VEEE,Twin Vee PowerCats Co. Common Stock,Consumer Discretionary,Other Specialty Stores
VEEV,Veeva Systems Inc. Class A Common Stock,Health Care,Managed Health Care
VEL,Velocity Financial Inc. Common Stock,Finance,Finance: Consumer Services
VELO,Velocity Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
VELOU,Velocity Acquisition Corp. Units,Industrials,Consumer Electronics/Appliances
VENA,Venus Acquisition Corporation Ordinary Shares,Finance,Business Services
VENAR,Venus Acquisition Corporation Rights,Technology,EDP Services
VENAW,Venus Acquisition Corporation Warrant,Finance,Business Services
VEON,VEON Ltd. ADS,Telecommunications,Telecommunications Equipment
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERB,Verb Technology Company Inc. Common Stock,Technology,EDP Services
VERBW,Verb Technology Company Inc. Warrant,Technology,EDP Services
VERI,Veritone Inc. Common Stock,Technology,EDP Services
VERO,Venus Concept Inc. Common Stock,Health Care,Medical/Dental Instruments
VERU,Veru Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERV,Verve Therapeutics Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VERX,Vertex Inc. Class A Common Stock,Technology,EDP Services
VERY,Vericity Inc. Common Stock,Finance,Life Insurance
VET,Vermilion Energy Inc. Common (Canada),,
VEV,Vicinity Motor Corp. Common Stock,Industrials,Building Materials
VFC,V.F. Corporation Common Stock,Consumer Discretionary,Apparel
VFF,Village Farms International Inc. Common Shares,,
VFL,Delaware Investments National Municipal Income Fund Common Stock,Finance,Finance/Investors Services
VGFC,The Very Good Food Company Inc. Common Shares,Basic Materials,Other Metals and Minerals
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VGR,Vector Group Ltd. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VGZ,Vista Gold Corp Common Stock,,
VHAQ,Viveon Health Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc. Common Stock,Industrials,Multi-Sector Companies
VHNA,Vahanna Tech Edge Acquisition I Corp. Class A Ordinary Shares,,
VHNAU,Vahanna Tech Edge Acquisition I Corp. Units,,
VHNAW,Vahanna Tech Edge Acquisition I Corp. Warrants,,
